pop,tr,plantID,year,area,log_size,surv,log_size_t0,growth
TopLower,2,697,2024,21.84955592153876,3.0841805973780287,1,2.8116391649576147,0.27254143242041406
TopLower,2,697,2025,20.27875959474386,3.0095740128851256,1,3.0841805973780287,-0.07460658449290314
TopLower,2,698,2024,27.561944901923447,3.316436013391505,1,3.1536053985489345,0.16283061484257066
TopLower,2,698,2025,28.061944901923447,3.334414384529047,1,3.316436013391505,0.01797837113754186
TopLower,2,699,2023,71.54866776461628,4.2703778861871315,1,4.0625767635762395,0.207801122610892
TopLower,2,699,2024,77.19026041820607,4.346273288685908,1,4.2703778861871315,0.07589540249877658
TopLower,2,699,2025,80.26105674500096,4.385284531273411,1,4.346273288685908,0.03901124258750244
TopLower,2,700,2023,50.340704496667314,3.9188139843781618,1,3.8345013832039014,0.08431260117426032
TopLower,2,700,2024,57.6599518241097,4.054562856693252,1,3.9188139843781618,0.13574887231509036
TopLower,2,700,2025,57.553093477052,4.052707886582546,1,4.054562856693252,-0.0018549701107062333
TopLower,2,701,2023,38.30176727053895,3.6454960379559678,1,3.814858824329614,-0.1693627863736462
TopLower,2,701,2024,44.85663404700058,3.803471493887348,1,3.6454960379559678,0.15797545593138018
TopLower,2,701,2025,44.85663404700058,3.803471493887348,1,3.803471493887348,0
TopLower,2,702,2023,51.340704496667314,3.9384838975277967,1,3.7967809205837386,0.1417029769440581
TopLower,2,702,2024,48.43495257771853,3.8802217137866855,1,3.9384838975277967,-0.05826218374111125
TopLower,2,702,2025,52.18406743523139,3.954777226751725,1,3.8802217137866855,0.07455551296503948
TopLower,2,703,2023,35.34513020910303,3.5651606235630275,1,3.550913391692312,0.014247231870715638
TopLower,2,703,2024,43.69911184307752,3.7773277779379737,1,3.5651606235630275,0.21216715437494615
TopLower,2,703,2025,41.55751918948772,3.7270784721848806,1,3.7773277779379737,-0.050249305753093054
TopLower,2,704,2023,37.41592653589793,3.6220964569808283,1,3.6086430713671627,0.013453385613665603
TopLower,2,704,2024,33.70353755551324,3.5176028038228306,1,3.6220964569808283,-0.10449365315799763
TopLower,2,704,2025,35.27433388230814,3.5631556139973815,1,3.5176028038228306,0.04555281017455082
TopUpper,1,706,2023,59.053093477052,4.078436928689522,1,4.061357996595743,0.017078932093778754
TopUpper,1,706,2024,62.002208334564855,4.1271700027102085,1,4.078436928689522,0.04873307402068683
TopUpper,1,706,2025,64.98672135547515,4.174182962187395,1,4.1271700027102085,0.0470129594771862
TopUpper,1,707,2023,38.48760800517997,3.650336319487148,1,3.6412008820330084,0.009135437454139694
