pop,tr,plantID,year,area,log_size,surv,log_size_t0
NorthLower,2,2121,2023,213.62830044410595,5.364237591025507,1,4.882399504132769
NorthLower,2,2121,2024,268.6061718819273,5.593246261792115,1,5.364237591025507
NorthLower,2,2121,2025,311.0176727053895,5.73984973598399,1,5.593246261792115
NorthLower,2,2122,2023,522.2897786593031,6.258222565385363,1,6.035079014071154
NorthLower,2,2122,2024,643.2410958225101,6.466519608582579,1,6.258222565385363
NorthLower,2,2122,2025,653.451271946677,6.482267965550718,1,6.466519608582579
NorthLower,2,2123,2023,321.6990877275948,5.773616598454807,1,5.042653966898045
NorthLower,2,2123,2024,164.93361431346412,5.1055430554469785,1,5.773616598454807
NorthLower,2,2123,2025,131.9468914507713,4.882399504132768,1,5.1055430554469785
NorthLower,2,2124,2023,712.5132138341651,6.568798457702997,1,6.44404675273052
NorthLower,2,2124,2024,438.25217517577613,6.082794487110821,1,6.568798457702997
NorthLower,2,2124,2025,476.6581453659114,6.166799557571319,1,6.082794487110821
NorthLower,2,2125,2023,296.88050576423547,5.693329720349097,1,5.539179040521839
NorthLower,2,2125,2024,328.29643230013335,5.7939169572542655,1,5.693329720349097
NorthLower,2,2125,2025,379.3473129209675,5.938452178382082,1,5.7939169572542655
NorthLower,2,2126,2023,577.2676500971245,6.358306023942347,1,6.886931470409546
NorthLower,2,2126,2024,622.0353454107791,6.432996916543935,1,6.358306023942347
NorthLower,2,2126,2025,311.01767270538954,5.73984973598399,1,6.432996916543935
NorthLower,2,2127,2023,16.493361431346415,2.8029579624529326,1,2.648807282625674
NorthLower,2,2127,2024,27.48893571891069,3.313783586218923,1,2.8029579624529326
NorthLower,2,2127,2025,0,NA,0,3.313783586218923
NorthLower,2,2128,2023,769.6902001294993,6.645988096394127,1,6.58063291535
